,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_R_pitch,User_task1_R_pitch,Ref_task1_R_yaw,User_task1_R_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_R_surge,User_task1_R_surge,Ref_task1_R_roll,User_task1_R_roll
698,,,,,,,,,,,,,[-0.],[0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,[-0.],[0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,[0.],[0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,[0.],[0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,[0.],[0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,[0.],[0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,[0.],[0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,[0.],[0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,[0.01],[0.01],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,[0.02],[0.02],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,[0.01],[-0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,[0.],[-0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,[0.01],[-0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,[0.],[-0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,[-0.01],[-0.],[0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,[-0.01],[-0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,[-0.02],[-0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,[-0.01],[-0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,[0.],[-0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,[-0.],[-0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,[-0.],[-0.],[-0.],[0.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
